GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1531,488.11,1226.15,1542.97,136.17,74.36,-72.39,-986.71,-9236.74,520.62,7788.59,-6974.94,70.98,1481.13,-6903.97,-5422.83
1541,512.18,1206.48,1523.47,142.88,75.97,-67.11,-997.4,-9160.86,515.97,7734.25,-6983.33,70.81,1485.85,-6912.52,-5426.67
1551,529.93,1209.51,1517.59,141.71,84.58,-73.77,-1000.11,-9251.42,506.9,7753.12,-6903.46,70.26,1418.03,-6833.2,-5415.17
1561,502.66,1191.24,1559.34,135.39,75.52,-66.66,-998.19,-9306.93,529.72,7757.55,-6866.85,70.65,1379.64,-6796.2,-5416.56
1571,525.49,1174.23,1572.75,135.73,82.51,-67.44,-982.13,-9356.99,520.51,7754.65,-6812.24,71.38,1359.31,-6740.86,-5381.54
1581,508.03,1221.81,1549.61,145.79,90.57,-69.04,-998.76,-9379.4,532.6,7734.39,-6778.77,70.89,1335.6,-6707.88,-5372.28
1591,506.65,1215.78,1553.04,146.12,76.15,-66.11,-971.83,-9241.48,530.5,7735.77,-6898.86,70.59,1484.6,-6828.27,-5343.67
1601,491.93,1209.02,1550.92,130.6,71.82,-58.27,-1018.61,-9006.65,514.53,7724.3,-7137.19,69.5,1609.6,-7067.69,-5458.09
1611,498.84,1192.82,1560.16,134.0,75.65,-56.51,-991.64,-8952.21,514.76,7734.22,-7192.94,71.61,1710.09,-7121.33,-5411.25
1621,487.72,1152.14,1529.64,128.88,67.34,-72.78,-995.7,-9173.14,522.06,7807.7,-7020.08,72.42,1453.87,-6947.66,-5493.79
1631,534.68,1203.89,1557.58,129.93,85.9,-64.79,-986.19,-9060.18,495.03,7679.15,-7070.12,71.45,1574.97,-6998.68,-5423.7
1641,511.6,1185.74,1554.47,128.02,84.27,-67.88,-974.18,-9006.02,535.97,7791.59,-7205.39,72.05,1743.57,-7133.34,-5389.76
1651,483.74,1178.12,1536.25,136.2,80.87,-60.36,-1006.22,-8964.17,513.41,7744.01,-7221.63,70.96,1641.85,-7150.68,-5508.82
1661,502.94,1194.89,1545.93,136.83,79.23,-61.02,-1013.46,-8933.63,519.59,7771.07,-7267.38,70.62,1742.38,-7196.76,-5454.38
1671,523.31,1203.82,1544.89,140.65,74.48,-71.38,-998.11,-8881.37,523.11,7770.4,-7305.31,70.82,1829.79,-7234.49,-5404.7
1681,493.81,1239.21,1551.41,136.0,62.54,-77.3,-1016.29,-8898.63,510.64,7748.78,-7267.7,71.67,1750.17,-7196.03,-5445.87
1691,515.03,1223.53,1550.31,137.37,73.41,-71.63,-1010.55,-9007.0,517.92,7702.38,-7126.43,72.09,1630.78,-7054.34,-5423.56
1701,501.69,1180.75,1558.78,138.46,86.8,-67.85,-1017.32,-9258.95,497.82,7772.25,-6934.5,71.76,1392.41,-6862.74,-5470.32
1711,496.44,1169.17,1547.37,134.33,85.38,-63.32,-1008.67,-9071.62,505.32,7794.19,-7144.66,69.57,1588.59,-7075.09,-5486.5
1721,507.0,1202.46,1554.57,137.34,58.33,-69.41,-996.54,-9234.86,524.34,7757.83,-6938.62,71.2,1441.06,-6867.42,-5426.36
1731,514.22,1179.61,1546.84,138.82,75.6,-66.01,-1001.45,-9173.2,523.74,7718.07,-6941.69,71.14,1456.24,-6870.55,-5414.31
