GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,540.02,1325.44,1718.22,151.34,75.33,-70.71,-1118.12,-9975.29,547.06,8634.6,-2354.34,80.05,1827.91,-2274.29,-446.39
11,596.93,1311.51,1726.34,156.81,87.46,-53.54,-1121.61,-10037.19,558.33,8598.65,-2291.59,78.62,1823.71,-2212.97,-389.25
21,566.95,1274.28,1725.04,142.4,84.79,-66.85,-1125.88,-10052.93,564.52,8661.05,-2318.71,79.66,1773.39,-2239.05,-465.66
31,544.53,1320.74,1734.31,146.11,79.85,-70.02,-1100.37,-10020.44,551.65,8591.54,-2314.08,79.34,1777.9,-2234.74,-456.84
41,590.6,1320.63,1759.08,151.32,91.42,-66.03,-1142.46,-9985.78,547.09,8547.38,-2311.85,79.04,1813.26,-2232.81,-419.56
51,532.67,1313.4,1730.97,147.71,89.91,-49.56,-1122.63,-9982.11,565.2,8623.04,-2349.75,80.06,1848.59,-2269.69,-421.1
61,563.98,1309.67,1744.89,150.71,83.41,-68.86,-1107.24,-10050.49,568.83,8604.68,-2293.93,79.24,1799.58,-2214.69,-415.12
71,573.42,1350.24,1693.4,156.37,78.4,-53.41,-1133.97,-10026.89,553.0,8588.66,-2290.78,78.32,1779.22,-2212.46,-433.24
81,583.48,1308.2,1736.98,155.83,81.06,-75.3,-1115.33,-10077.94,556.3,8622.91,-2276.83,78.87,1776.19,-2197.96,-421.77
91,568.58,1279.81,1740.49,152.56,71.56,-62.73,-1128.99,-10023.28,555.38,8622.09,-2304.89,78.62,1775.47,-2226.27,-450.8
101,519.32,1305.12,1752.52,141.89,95.22,-65.26,-1126.83,-9959.17,554.19,8595.89,-2347.2,80.01,1812.9,-2267.2,-454.3
111,551.41,1292.3,1709.44,147.82,88.93,-68.66,-1126.27,-9996.91,540.1,8602.22,-2364.57,78.86,1740.37,-2285.7,-545.34
121,528.14,1250.88,1735.49,146.25,80.6,-47.03,-1137.59,-10067.2,576.36,8662.32,-2299.44,77.63,1728.22,-2221.82,-493.6
131,546.54,1277.5,1747.14,148.49,88.3,-57.76,-1144.1,-9980.02,553.91,8576.14,-2311.48,78.1,1756.13,-2233.38,-477.25
141,541.93,1272.78,1732.02,153.67,76.71,-78.44,-1165.28,-9995.04,572.81,8592.66,-2310.96,78.7,1703.84,-2232.26,-528.43
151,559.5,1388.06,1756.36,159.65,87.21,-54.09,-1160.27,-10000.63,545.36,8595.57,-2306.13,78.71,1876.72,-2227.42,-350.7
161,557.79,1343.88,1733.38,146.32,71.37,-56.09,-1135.47,-9963.88,546.56,8514.14,-2308.24,77.53,1758.0,-2230.7,-472.7
171,602.26,1294.84,1738.64,144.43,86.61,-69.71,-1132.82,-9971.8,557.05,8553.54,-2313.16,76.8,1803.03,-2236.37,-433.34
181,559.8,1336.84,1714.56,141.95,86.63,-69.59,-1110.7,-9936.11,553.73,8580.53,-2366.02,80.32,1857.64,-2285.69,-428.05
191,538.76,1324.75,1724.23,155.01,87.1,-60.1,-1150.69,-10001.2,550.61,8609.23,-2314.19,78.34,1777.7,-2235.85,-458.15
201,534.93,1303.34,1762.62,147.03,88.63,-59.31,-1132.58,-9997.88,554.78,8614.97,-2345.6,77.68,1816.53,-2267.93,-451.4
211,576.66,1359.34,1711.0,155.22,87.7,-54.94,-1115.88,-10006.99,548.86,8596.19,-2338.5,79.86,1857.16,-2258.64,-401.48
221,557.6,1321.13,1715.93,147.85,87.08,-61.67,-1106.5,-9990.39,552.47,8563.41,-2328.29,80.44,1786.91,-2247.85,-460.95
231,550.01,1344.71,1730.05,156.4,85.44,-68.82,-1117.31,-10016.76,552.15,8563.59,-2291.69,79.39,1779.47,-2212.3,-432.83
241,559.04,1308.87,1734.31,141.45,84.37,-64.53,-1139.97,-10055.65,559.78,8656.19,-2303.07,78.08,1783.88,-2224.99,-441.11
251,572.01,1290.88,1741.9,155.25,78.99,-69.48,-1123.08,-9986.91,556.52,8607.9,-2342.7,79.04,1823.99,-2263.66,-439.67
261,545.55,1296.98,1740.36,147.94,95.73,-64.23,-1135.57,-10005.78,557.09,8589.89,-2296.72,79.31,1767.95,-2217.41,-449.46
271,558.53,1350.62,1728.72,163.83,92.34,-52.61,-1141.3,-10008.06,563.34,8563.9,-2305.24,77.93,1819.32,-2227.3,-407.98
281,544.07,1354.62,1746.97,152.61,83.1,-74.15,-1132.69,-9966.78,542.47,8576.41,-2340.04,78.87,1826.64,-2261.17,-434.53
291,552.48,1336.79,1753.3,150.91,100.2,-62.18,-1140.17,-9942.31,543.0,8562.68,-2352.94,79.05,1854.71,-2273.89,-419.19
301,570.05,1341.22,1722.43,153.02,83.14,-53.72,-1100.64,-10008.51,546.38,8588.79,-2309.65,78.98,1842.16,-2230.67,-388.51
311,553.7,1363.93,1757.22,147.67,96.41,-58.68,-1118.79,-10051.78,550.73,8614.73,-2296.59,79.22,1855.15,-2217.36,-362.21
321,566.47,1279.47,1742.46,154.83,92.73,-58.27,-1125.29,-10024.89,552.61,8577.19,-2299.45,79.03,1757.32,-2220.41,-463.1
331,545.72,1285.94,1725.53,148.62,84.11,-42.44,-1130.25,-10002.27,567.42,8589.57,-2295.35,80.31,1771.93,-2215.03,-443.1
341,568.09,1320.74,1734.93,173.04,83.38,-71.28,-1120.13,-10010.94,548.52,8589.84,-2299.41,79.49,1816.17,-2219.92,-403.75
351,552.48,1304.89,1712.28,152.87,85.5,-54.34,-1111.73,-10009.62,571.23,8556.79,-2278.66,78.79,1760.35,-2199.87,-439.52
361,574.75,1351.1,1728.37,158.33,88.89,-82.26,-1136.5,-10014.56,551.8,8557.35,-2281.43,77.66,1777.28,-2203.77,-426.49
371,540.8,1287.19,1725.56,152.47,75.19,-64.12,-1117.26,-9997.38,578.83,8619.67,-2303.96,79.16,1800.94,-2224.8,-423.85
381,568.05,1315.6,1748.78,148.48,83.65,-68.28,-1108.26,-10008.68,570.38,8571.47,-2310.63,79.68,1821.2,-2230.94,-409.74
391,543.44,1308.64,1741.95,158.17,75.03,-69.38,-1121.52,-10006.49,547.03,8606.84,-2331.07,78.83,1783.71,-2252.24,-468.53
401,581.9,1323.67,1734.65,149.19,82.72,-52.83,-1102.92,-10007.78,553.26,8583.92,-2305.28,79.68,1845.79,-2225.6,-379.81
411,568.02,1328.68,1750.98,166.65,85.19,-61.15,-1112.19,-10019.75,551.18,8579.8,-2302.62,79.4,1837.4,-2223.22,-385.82
421,572.83,1327.55,1729.38,155.79,81.64,-73.87,-1113.02,-10050.33,552.96,8608.04,-2299.43,79.45,1790.98,-2219.98,-429.01
431,583.46,1276.41,1730.51,151.86,76.07,-48.48,-1101.94,-10047.91,548.24,8585.78,-2272.4,80.15,1754.0,-2192.25,-438.26
441,556.46,1316.9,1754.08,146.76,87.96,-59.79,-1123.42,-10059.02,548.85,8587.73,-2257.8,79.74,1756.51,-2178.06,-421.54
451,576.06,1340.76,1742.83,155.82,79.08,-48.8,-1107.99,-10023.85,566.96,8532.56,-2264.4,80.34,1813.44,-2184.06,-370.62
461,593.35,1327.16,1726.85,162.65,89.76,-53.9,-1136.61,-9999.55,553.9,8548.82,-2298.33,80.33,1812.44,-2218.0,-405.56
471,565.13,1343.36,1744.58,156.85,86.98,-55.19,-1102.21,-10032.29,555.15,8531.69,-2269.65,79.65,1794.04,-2190.0,-395.96
481,547.51,1359.89,1732.51,147.12,90.64,-53.17,-1118.9,-10003.26,561.27,8554.04,-2289.27,81.23,1817.66,-2208.04,-390.38
491,565.99,1339.37,1736.37,151.97,86.67,-65.01,-1122.38,-9987.3,565.64,8592.51,-2322.73,79.66,1863.83,-2243.07,-379.24
501,542.18,1387.17,1725.06,154.24,78.8,-62.51,-1115.87,-10148.52,565.62,8622.91,-2245.13,79.51,1749.09,-2165.62,-416.53
