GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1021,554.88,1348.32,1715.62,153.55,75.99,-54.52,-1122.9,-10071.51,561.48,8666.85,-2339.1,77.98,1827.76,-2261.11,-433.35
1031,607.56,1286.36,1722.44,162.93,89.26,-63.69,-1158.88,-10007.8,569.08,8671.22,-2363.02,77.61,1878.47,-2285.41,-406.94
1041,566.1,1330.87,1716.45,148.19,87.72,-47.58,-1159.61,-10127.53,559.43,8685.66,-2288.08,77.52,1759.69,-2210.57,-450.87
1051,572.64,1321.78,1753.24,156.7,76.56,-69.74,-1131.9,-10095.59,562.72,8691.27,-2327.84,78.13,1837.68,-2249.71,-412.03
1061,585.01,1271.47,1728.92,158.01,86.54,-68.04,-1122.94,-10120.95,565.49,8674.35,-2305.93,76.83,1757.86,-2229.1,-471.24
1071,558.11,1301.2,1739.57,148.16,80.64,-54.91,-1146.29,-10082.69,554.4,8691.18,-2343.87,78.76,1789.37,-2265.11,-475.74
1081,513.46,1308.31,1755.36,149.25,84.31,-60.88,-1152.48,-10091.11,552.85,8718.25,-2321.91,77.03,1777.34,-2244.89,-467.55
1091,555.31,1349.82,1744.11,152.33,91.73,-75.62,-1152.26,-10033.79,573.94,8662.87,-2366.13,77.88,1868.43,-2288.25,-419.82
1101,569.87,1302.02,1755.41,153.5,85.74,-69.49,-1139.01,-10099.7,561.83,8745.5,-2340.92,79.16,1865.68,-2261.76,-396.08
1111,574.57,1321.65,1740.46,151.95,87.9,-69.49,-1137.26,-10040.94,553.78,8647.48,-2341.98,78.55,1830.12,-2263.43,-433.31
1121,556.96,1346.0,1720.25,152.83,85.05,-65.55,-1147.49,-10066.04,554.2,8650.79,-2330.38,77.32,1787.01,-2253.06,-466.05
1131,577.02,1308.27,1731.35,149.36,81.43,-67.9,-1124.99,-10058.11,566.87,8654.94,-2328.59,76.91,1818.24,-2251.68,-433.44
1141,584.74,1332.31,1727.62,158.37,87.1,-67.18,-1134.38,-10080.96,559.97,8672.45,-2328.81,77.82,1840.04,-2250.99,-410.95
1151,536.06,1320.99,1780.1,138.98,90.22,-71.71,-1156.93,-10145.79,559.7,8707.87,-2279.28,77.34,1759.49,-2201.94,-442.44
1161,551.04,1345.35,1747.63,146.87,84.81,-68.16,-1137.84,-10048.3,561.19,8665.62,-2331.52,78.12,1848.21,-2253.4,-405.19
1171,563.68,1392.66,1742.46,151.59,83.07,-64.8,-1113.05,-10024.27,553.46,8635.81,-2356.59,78.3,1920.61,-2278.28,-357.67
1181,549.38,1362.8,1735.53,151.16,84.71,-63.12,-1152.88,-10124.33,547.7,8630.35,-2261.33,76.27,1721.31,-2185.06,-463.75
1191,577.83,1321.67,1711.25,148.41,84.21,-62.57,-1119.62,-10138.36,543.89,8654.99,-2257.39,77.78,1721.7,-2179.61,-457.91
1201,542.41,1325.01,1729.77,154.22,79.44,-71.57,-1156.64,-10074.89,554.94,8701.33,-2340.84,78.19,1784.03,-2262.65,-478.62
1211,559.49,1365.09,1712.13,152.25,85.3,-70.23,-1143.82,-10110.67,546.71,8653.93,-2282.85,76.4,1750.17,-2206.45,-456.28
1221,562.71,1340.57,1733.51,153.55,87.4,-62.97,-1119.04,-10073.25,562.19,8638.27,-2328.71,79.42,1822.96,-2249.29,-426.33
1231,556.81,1335.93,1742.01,150.11,93.5,-63.83,-1123.17,-10078.64,554.0,8679.74,-2345.18,78.61,1846.47,-2266.58,-420.11
1241,611.49,1370.17,1701.11,156.56,87.55,-66.01,-1147.16,-10044.82,533.29,8656.64,-2354.01,76.56,1858.84,-2277.45,-418.61
1251,574.49,1276.49,1720.03,148.96,77.79,-61.01,-1116.3,-10111.48,566.57,8661.77,-2289.33,78.2,1737.31,-2211.12,-473.81
1261,573.53,1332.73,1712.48,150.87,94.01,-72.43,-1148.21,-10108.52,556.49,8668.07,-2291.96,77.38,1759.02,-2214.58,-455.56
1271,576.76,1315.39,1753.36,152.38,85.46,-68.46,-1113.88,-10088.2,552.24,8648.75,-2311.66,79.93,1813.77,-2231.73,-417.96
1281,594.32,1320.01,1743.09,156.23,82.13,-62.64,-1144.95,-10074.58,530.33,8666.06,-2308.28,77.41,1810.0,-2230.87,-420.87
1291,567.61,1301.91,1730.35,145.49,91.68,-69.38,-1130.28,-10136.47,565.97,8691.28,-2285.53,77.6,1758.17,-2207.93,-449.76
1301,565.85,1337.11,1737.31,158.26,80.63,-79.92,-1134.63,-10042.15,548.24,8702.67,-2371.16,78.61,1873.36,-2292.55,-419.19
1311,514.54,1269.49,1732.7,147.98,91.44,-69.3,-1128.4,-10163.38,564.31,8779.29,-2302.48,77.89,1738.65,-2224.59,-485.94
1321,534.27,1302.34,1728.65,152.66,87.66,-76.47,-1136.67,-10047.39,578.3,8696.89,-2365.98,79.71,1820.23,-2286.27,-466.04
1331,551.35,1315.84,1751.72,155.69,83.64,-63.36,-1124.84,-10134.52,567.92,8700.03,-2317.96,78.32,1803.48,-2239.64,-436.16
1341,645.2,1301.61,1731.0,152.99,84.55,-67.7,-1134.91,-10160.83,532.06,8673.31,-2267.95,77.96,1757.27,-2189.99,-432.72
1351,557.28,1306.06,1739.59,148.78,94.54,-59.55,-1151.92,-10172.13,556.99,8670.16,-2256.74,78.07,1689.8,-2178.67,-488.87
1361,552.14,1361.54,1735.95,152.2,85.24,-65.85,-1136.97,-10214.73,565.81,8714.11,-2229.34,77.38,1749.45,-2151.96,-402.52
1371,550.83,1320.95,1715.09,153.72,84.15,-72.48,-1127.96,-10177.87,561.12,8681.73,-2254.43,75.35,1689.27,-2179.08,-489.82
1381,528.32,1336.6,1735.41,150.46,102.17,-71.73,-1141.66,-10176.07,565.65,8699.96,-2268.51,76.1,1729.11,-2192.41,-463.3
1391,531.96,1374.87,1719.86,149.71,78.75,-68.39,-1124.42,-10162.46,541.68,8700.23,-2281.06,75.8,1741.78,-2205.26,-463.48
